"RestaurantName","PostCode","RatingText","InspectionDate","RatingNum"
"Jharna Restaurant","BT9 7AG","Food hygiene rating is '5': Very good","30 June 2017","5"
"Jumon","BT1 5ED","Food hygiene rating is '5': Very good","20 March 2018","5"
"Junction (QUB Law Building)","BT7 1LS","Food hygiene rating is '5': Very good","03 October 2018","5"
"Jurys Inn","BT1 6DY","Food hygiene rating is '5': Very good","15 September 2017","5"
"Just Deli","BT2 8PB","Food hygiene rating is '5': Very good","17 February 2017","5"
"Kaffe O","BT7 1JL","Food hygiene rating is '5': Very good","26 April 2018","5"
"Kamakura Sushi & Ramen","BT7 1DR","Food hygiene rating is '5': Very good","05 July 2018","5"
"Kathmandu Kitchen","BT7 1JG","Food hygiene rating is '5': Very good","04 October 2016","5"
"Katy Dalys The Limelight Spring & Airbrake","BT2 8HD","Food hygiene rating is '5': Very good","17 August 2017","5"
"Kelstar","BT11 9BU","Food hygiene rating is '5': Very good","Recently inspected – new rating to be published soon","5"
"KFC","BT15 1JQ","Food hygiene rating is '5': Very good","05 April 2018","5"
"KFC","BT12 6HS","Food hygiene rating is '5': Very good","24 April 2018","5"
"KFC","BT5 5DL","Food hygiene rating is '5': Very good","23 January 2017","5"
"KFC","BT12 6HR","Food hygiene rating is '5': Very good","05 July 2017","5"
"KFC","BT7 1RQ","Food hygiene rating is '5': Very good","20 July 2018","5"
"Kirks Home Bakery","BT12 5EY","Food hygiene rating is '5': Very good","21 June 2017","5"
"Krem (ECIT)","BT3 9DT","Food hygiene rating is '5': Very good","14 February 2017","5"
"Kurrito","BT7 1JQ","Food hygiene rating is '5': Very good","30 August 2018","5"
"L'Etoile du Nord","BT7 3GP","Food hygiene rating is '5': Very good","06 September 2017","5"
"La Taqueria","BT1 1GH","Food hygiene rating is '5': Very good","29 March 2018","5"
"Lagan Specialist Contracting Group","BT3 9HA","Food hygiene rating is '5': Very good","10 August 2018","5"
"Laganside Catering","BT7 ","Food hygiene rating is '5': Very good","27 October 2016","5"
"Laurel Leaf Bar","BT13 2JF","Food hygiene rating is '5': Very good","12 March 2018","5"
"Lazy Claire Patisserie","BT5 5FH","Food hygiene rating is '5': Very good","15 August 2018","5"
"Life Church Belfast","BT2 7JD","Food hygiene rating is '5': Very good","04 October 2018","5"
"Linda's Kitchen","BT13 3BS","Food hygiene rating is '5': Very good","14 February 2017","5"
"Little Mexican Deli","BT17 0AW","Food hygiene rating is '5': Very good","16 January 2018","5"
"Little Vegas","BT9 5AJ","Food hygiene rating is '5': Very good","21 November 2014","5"
"Little Wing","BT4 3JD","Food hygiene rating is '5': Very good","11 May 2018","5"
"Little Wing","BT9 6GH","Food hygiene rating is '5': Very good","21 February 2017","5"
"Little Wing","BT1 4EF","Food hygiene rating is '5': Very good","26 April 2017","5"
"Loaf @ the Bobbin","BT1 5GS","Food hygiene rating is '5': Very good","18 May 2017","5"
"Loaf Cafe Bakery","BT12 4LP","Food hygiene rating is '5': Very good","08 March 2018","5"
"Longs","BT12 4GX","Food hygiene rating is '5': Very good","26 March 2018","5"
"Lotus Blossom","BT5 5FR","Food hygiene rating is '5': Very good","08 October 2018","5"
"Lower Falls Soc & Rec Club","BT12 4LL","Food hygiene rating is '5': Very good","03 August 2017","5"
"Lunches To Go","BT1 4QN","Food hygiene rating is '5': Very good","31 May 2017","5"
"LWR Ormeau","BT7 2EB","Food hygiene rating is '5': Very good","08 December 2016","5"
"Mad Hatter","BT9 6DW","Food hygiene rating is '5': Very good","13 March 2018","5"
"Madisons Gourmet Sandwich","BT4 3BA","Food hygiene rating is '5': Very good","29 September 2017","5"
"Maggie Mays Two","BT9 5BN","Food hygiene rating is '5': Very good","26 March 2018","5"
"Malmaison","BT1 3GH","Food hygiene rating is '5': Very good","28 January 2017","5"
"Malone Golf Club","BT17 9LB","Food hygiene rating is '5': Very good","29 November 2017","5"
"Malone Lodge Hotel","BT9 6DY","Food hygiene rating is '5': Very good","29 March 2018","5"
"Manns Deli and Coffee Bar","BT7 2JD","Food hygiene rating is '5': Very good","09 October 2017","5"
"Manny's Fish and Chip","BT1 1HH","Food hygiene rating is '5': Very good","22 May 2017","5"
"MAUD'S TEMPTATIONS","BT6 9EY","Food hygiene rating is '5': Very good","27 July 2016","5"
"Mauds","BT15 5EX","Food hygiene rating is '5': Very good","22 September 2017","5"
"Mc Hughs Bar and Restaurant (Ardanlee Ltd)","BT1 3FG","Food hygiene rating is '5': Very good","23 March 2018","5"
"McDonalds","BT11 9BQ","Food hygiene rating is '5': Very good","03 August 2017","5"
"McDonalds","BT1 4QG","Food hygiene rating is '5': Very good","10 January 2018","5"
"McDonalds","BT12 6JA","Food hygiene rating is '5': Very good","19 May 2017","5"
"McDonalds","BT15 3PR","Food hygiene rating is '5': Very good","05 March 2018","5"
"Mermaid Bar","BT1 4DQ","Food hygiene rating is '5': Very good","29 August 2017","5"
"Metz Express","BT1 2AB","Food hygiene rating is '5': Very good","07 August 2018","5"
"Mikalas Kitchen","BT13 2BE","Food hygiene rating is '5': Very good","28 April 2016","5"
"Monteith Catering","BT3 9HY","Food hygiene rating is '5': Very good","27 July 2016","5"
"Mornington Community Project/Afterschools Club","BT7 1SH","Food hygiene rating is '5': Very good","10 February 2016","5"
"Mount Charles At Belfast Metropolitan College","BT1 1HS","Food hygiene rating is '5': Very good","24 March 2017","5"
"Mount Charles at Convergy","BT3 9EZ","Food hygiene rating is '5': Very good","28 March 2017","5"
"Mount Charles at Convergys","BT12 7AL","Food hygiene rating is '5': Very good","15 May 2017","5"
"Mourne Seafood Events","BT1 1HL","Food hygiene rating is '5': Very good","26 March 2018","5"
"Movie House","BT2 7HN","Food hygiene rating is '5': Very good","21 March 2018","5"
"Mul On Mul","BT15 3BU","Food hygiene rating is '5': Very good","28 September 2017","5"
"Murphy Browns","BT15 5EX","Food hygiene rating is '5': Very good","04 July 2018","5"
"Musgrave Supervalue Canteen","BT3 9JG","Food hygiene rating is '5': Very good","06 September 2016","5"
"Nando's","BT2 8HS","Food hygiene rating is '5': Very good","01 November 2017","5"
"Nando's","BT12 6HU","Food hygiene rating is '5': Very good","16 June 2016","5"
"Nando's Restaurant","BT1 4QG","Food hygiene rating is '5': Very good","01 August 2016","5"
"Native By Yellow Door","BT1 2NJ","Food hygiene rating is '5': Very good","05 October 2017","5"
"Neill's Hill","BT4 3JF","Food hygiene rating is '5': Very good","16 April 2018","5"
"New Forge Country Club","BT9 5NW","Food hygiene rating is '5': Very good","31 October 2018","5"
"NICVA","BT15 2GB","Food hygiene rating is '5': Very good","11 January 2018","5"
"Nida Bakery and Coffee Shop","BT6 8PX","Food hygiene rating is '5': Very good","11 December 2017","5"
"Night of Bengal","BT15 2HF","Food hygiene rating is '5': Very good","02 March 2017","5"
"No Limits Fit Bar Cafe","BT11 9AP","Food hygiene rating is '5': Very good","11 May 2018","5"
"No. 36","BT4 2AN","Food hygiene rating is '5': Very good","26 May 2017","5"
"Nom Nom Noodles","BT9 7GU","Food hygiene rating is '5': Very good","15 August 2017","5"
"Nom Nom Pizza","BT6 8PX","Food hygiene rating is '5': Very good","11 December 2017","5"
"Northern Ireland Science Park","BT3 9DT","Food hygiene rating is '5': Very good","29 June 2017","5"
"O'Briens","BT1 1AL","Food hygiene rating is '5': Very good","25 September 2017","5"
"O'Briens","BT3 9JH","Food hygiene rating is '5': Very good","27 March 2017","5"
"Oasis","BT2 7DB","Food hygiene rating is '5': Very good","30 August 2017","5"
"Oasis Amusement Centre","BT12 6HR","Food hygiene rating is '5': Very good","04 January 2018","5"
"Oasis Gaming Centre","BT1 1NA","Food hygiene rating is '5': Very good","19 November 2016","5"
"Oasis Gaming Centre","BT7 3GQ","Food hygiene rating is '5': Very good","21 November 2016","5"
"Oasis Gaming Centre","BT1 6GB","Food hygiene rating is '5': Very good","18 August 2018","5"
"Ocho","BT1 5HD","Food hygiene rating is '5': Very good","19 June 2018","5"
"Odyssey Bowling","BT3 9QQ","Food hygiene rating is '5': Very good","11 March 2018","5"
"Olivers Restaurant","BT4 3LH","Food hygiene rating is '5': Very good","17 November 2017","5"
"Orchard Cafe","BT4 1AQ","Food hygiene rating is '5': Very good","15 February 2017","5"
"Oscar's Champagne Bar","BT1 4JA","Food hygiene rating is '5': Very good","15 August 2018","5"
"Oscars Coffee Dock","BT1 5BB","Food hygiene rating is '5': Very good","13 August 2018","5"
"OX","BT1 3LA","Food hygiene rating is '5': Very good","04 January 2018","5"
"Paper Cup","BT3 9DH","Food hygiene rating is '5': Very good","17 January 2018","5"
"Parador Hotel","BT7 3GR","Food hygiene rating is '5': Very good","26 November 2017","5"
"Park Inn Hotel Belfast","BT2 7GP","Food hygiene rating is '5': Very good","15 September 2017","5"
"Patisserie Valerie","BT1 6JH","Food hygiene rating is '5': Very good","23 August 2018","5"
"Pavillion Bar","BT7 2GB","Food hygiene rating is '5': Very good","10 May 2017","5"
"Peanuts Smokehouse","BT2 7GN","Food hygiene rating is '5': Very good","02 June 2017","5"
"Peppers Indian Cuisine Takeaway & Restaurant","BT14 7AA","Food hygiene rating is '5': Very good","27 March 2017","5"
"Piccola Parma","BT6 8PU","Food hygiene rating is '5': Very good","08 December 2016","5"
"Piggly Wiggly","BT4 3EZ","Food hygiene rating is '5': Very good","18 July 2017","5"
"Pipeworks","BT1 2JF","Food hygiene rating is '5': Very good","03 December 2013","5"
"Pizza Express","BT1 2LN","Food hygiene rating is '5': Very good","01 November 2016","5"
"Pizza Express","BT4 3EY","Food hygiene rating is '5': Very good","21 November 2016","5"
"Pizza Express","BT2 7EJ","Food hygiene rating is '5': Very good","27 July 2018","5"
"Pizza Express","BT9 7GQ","Food hygiene rating is '5': Very good","22 February 2018","5"
"Pizza Express","BT1 4QG","Food hygiene rating is '5': Very good","20 April 2016","5"
"Pizza Guyz","BT11 9AN","Food hygiene rating is '5': Very good","08 March 2018","5"
"Pizza Hut","BT3 9QQ","Food hygiene rating is '5': Very good","29 March 2018","5"
"Pizza Hut (Victoria Square)","BT1 4QG","Food hygiene rating is '5': Very good","10 January 2018","5"
"Polita Cafe Bistro","BT6 8DP","Food hygiene rating is '5': Very good","25 January 2018","5"
"Portside Inn","BT3 9LZ","Food hygiene rating is '5': Very good","23 February 2017","5"
"Postscript Coffee House","BT15 3BU","Food hygiene rating is '5': Very good","24 November 2016","5"
"Pot Kettle Black/Gypsy Kitchen","BT4 1HH","Food hygiene rating is '5': Very good","24 July 2018","5"
"Premier Inn","BT1 2DX","Food hygiene rating is '5': Very good","15 September 2017","5"
"Premier Inn","BT2 8ED","Food hygiene rating is '5': Very good","08 June 2018","5"
"Premier Inn Titanic Belfast","BT3 9DT","Food hygiene rating is '5': Very good","25 May 2017","5"
"Press 29","BT7 1QB","Food hygiene rating is '5': Very good","12 February 2018","5"
"Princes Trust","BT12 5GH","Food hygiene rating is '5': Very good","08 November 2016","5"
"Printers Cafe","BT1 2FF","Food hygiene rating is '5': Very good","14 August 2018","5"
"Quartisan","BT1 2DX","Food hygiene rating is '5': Very good","05 March 2018","5"
"Radisson Blu","BT7 2JB","Food hygiene rating is '5': Very good","13 March 2018","5"
"Raincheck","BT3 9DT","Food hygiene rating is '5': Very good","23 March 2018","5"
"Ramada Encore Hotel (inc Sq Restaurant Bar & Grill)","BT1 2LD","Food hygiene rating is '5': Very good","08 March 2018","5"
"Randals","BT9 7GS","Food hygiene rating is '5': Very good","06 December 2016","5"
"Ravenous","BT12 6AA","Food hygiene rating is '5': Very good","24 August 2017","5"
"Ravenous","BT9 5AF","Food hygiene rating is '5': Very good","10 July 2017","5"
"Rcity Youth CIC","BT14 7GE","Food hygiene rating is '5': Very good","07 March 2018","5"
"Refresh","BT4 1AF","Food hygiene rating is '5': Very good","14 June 2017","5"
"Rehoboth Evangelical Mission","BT15 4AY","Food hygiene rating is '5': Very good","30 July 2018","5"
"Relish","BT5 5LP","Food hygiene rating is '5': Very good","29 June 2017","5"
"Restaurants Associates","BT3 9DP","Food hygiene rating is '5': Very good","08 February 2018","5"
"Riverside Towers","BT1 3BT","Food hygiene rating is '5': Very good","12 September 2017","5"
"Roar and Explore Ltd","BT11 9FH","Food hygiene rating is '5': Very good","31 January 2018","5"
"Root and Branch Coffee Roasters","BT7 2GU","Food hygiene rating is '5': Very good","19 September 2016","5"
"Root and Branch Coffee Roasters & Brew Bar","BT2 8HS","Food hygiene rating is '5': Very good","07 July 2017","5"
"Rosemary Lunch Club","BT15 5HD","Food hygiene rating is '5': Very good","13 February 2018","5"
"Ross's Cafe","BT1 4NX","Food hygiene rating is '5': Very good","17 August 2018","5"
"Royal College of Nursing","BT9 6EE","Food hygiene rating is '5': Very good","18 September 2018","5"
"Rusty Saddle","BT1 6PJ","Food hygiene rating is '5': Very good","28 March 2017","5"
"Ryan's Bar & Grill","BT9 6AH","Food hygiene rating is '5': Very good","29 November 2016","5"
"Sandwich Station (Chamber Of Commerce House)","BT2 7BA","Food hygiene rating is '5': Very good","25 June 2018","5"
"Sauce","BT9 ","Food hygiene rating is '5': Very good","22 October 2018","5"
"Scalinis","BT7 1JL","Food hygiene rating is '5': Very good","23 November 2016","5"
"SD Catering & Deli Bar","BT13 1FP","Food hygiene rating is '5': Very good","23 July 2018","5"
"SD Bell & Co Ltd","BT4 3HL","Food hygiene rating is '5': Very good","16 January 2018","5"
"Seasons","BT6 8DD","Food hygiene rating is '5': Very good","15 February 2017","5"
"Serco Invest Northern Ireland","BT2 7ES","Food hygiene rating is '5': Very good","29 May 2018","5"
"Shandon Park Golf Club","BT5 6NY","Food hygiene rating is '5': Very good","16 February 2018","5"
"Shimla Indian Cuisine","BT6 9DQ","Food hygiene rating is '5': Very good","30 November 2017","5"
"SHS Marketing","BT3 9ED","Food hygiene rating is '5': Very good","28 November 2016","5"
"Shu","BT9 7EN","Food hygiene rating is '5': Very good","17 May 2018","5"
"Sinnamon","BT9 5AD","Food hygiene rating is '5': Very good","04 July 2017","5"
"Slims Healthy Kitchen","BT4 2AN","Food hygiene rating is '5': Very good","23 March 2018","5"
"Slims Healthy Kitchen","BT1 4QG","Food hygiene rating is '5': Very good","25 August 2016","5"
"Smyth's Fish & Chips","BT6 8PU","Food hygiene rating is '5': Very good","14 November 2016","5"
"Snax in the City","BT2 8AA","Food hygiene rating is '5': Very good","26 October 2017","5"
"Sodexo @ Parliament Buildings","BT4 3XX","Food hygiene rating is '5': Very good","09 February 2018","5"
"Sodexo @ Stryker","BT3 9ED","Food hygiene rating is '5': Very good","30 August 2018","5"
"Sodexo at Allstate","BT1 3FJ","Food hygiene rating is '5': Very good","30 August 2017","5"
"Sodexo at Diageo","BT5 6SL","Food hygiene rating is '5': Very good","26 February 2018","5"
"Sodexo at Primark","BT1 1BL","Food hygiene rating is '5': Very good","18 January 2018","5"
"Sodexo at Santander","BT1 3PH","Food hygiene rating is '5': Very good","30 August 2017","5"
"Sodexo at Windsor Park","","Food hygiene rating is '5': Very good","07 November 2017","5"
"Soul Food Company","BT7 3GP","Food hygiene rating is '5': Very good","04 October 2016","5"
"Souls Restaurant","BT2 7HF","Food hygiene rating is '5': Very good","05 December 2016","5"
"Spoons Restaurant","BT12 6BA","Food hygiene rating is '5': Very good","02 March 2018","5"
"SSP Upper Crust","BT1 3NR","Food hygiene rating is '5': Very good","25 January 2017","5"
"St Georges Deli","BT3 9JH","Food hygiene rating is '5': Very good","10 January 2018","5"
"St Georges Market Bar and Grill","BT1 3NQ","Food hygiene rating is '5': Very good","25 October 2016","5"
"St Mary's University College","BT12 6FE","Food hygiene rating is '5': Very good","02 October 2017","5"
"St Theresa's Youth Club","BT11 8BL","Food hygiene rating is '5': Very good","15 June 2016","5"
"Starbucks","BT1 5DA","Food hygiene rating is '5': Very good","19 June 2018","5"
"Starbucks","BT1 2AA","Food hygiene rating is '5': Very good","20 February 2017","5"
"Starbucks","BT5 5DL","Food hygiene rating is '5': Very good","03 March 2017","5"
"Starbucks","BT1 1DD","Food hygiene rating is '5': Very good","04 July 2018","5"
"Starbucks","BT9 6AG","Food hygiene rating is '5': Very good","15 May 2017","5"
"Starbucks","BT2 8GA","Food hygiene rating is '5': Very good","23 February 2018","5"
"Starbucks","BT7 1JR","Food hygiene rating is '5': Very good","07 June 2017","5"
"Starbucks","BT12 6HU","Food hygiene rating is '5': Very good","16 August 2018","5"
"Starbucks","BT1 4QG","Food hygiene rating is '5': Very good","10 July 2017","5"
"Starvos","BT12 7PR","Food hygiene rating is '5': Very good","13 December 2017","5"
"Stax","BT14 6JT","Food hygiene rating is '5': Very good","14 December 2017","5"
"Stena Lagan","BT3 9JL","Food hygiene rating is '5': Very good","06 March 2017","5"
"Stena Mersey","BT3 9JL","Food hygiene rating is '5': Very good","13 March 2017","5"
"Stena Superfast VII","BT3 9JL","Food hygiene rating is '5': Very good","13 June 2017","5"
"Stena Superfast VIII","BT3 9JL","Food hygiene rating is '5': Very good","25 January 2018","5"
"Stevies","BT14 8AB","Food hygiene rating is '5': Very good","05 October 2017","5"
"Stix and Stones NI Ltd.","BT1 6FD","Food hygiene rating is '5': Very good","12 September 2016","5"
"Stormont Hotel","BT4 3LP","Food hygiene rating is '5': Very good","04 July 2017","5"
"Subway","BT1 1DD","Food hygiene rating is '5': Very good","18 August 2018","5"
"Subway","BT17 9RY","Food hygiene rating is '5': Very good","10 August 2017","5"
"Subway","BT9 5AJ","Food hygiene rating is '5': Very good","15 August 2017","5"
"Subway","BT4 1PD","Food hygiene rating is '5': Very good","20 April 2018","5"
"Subway","BT1 5EB","Food hygiene rating is '5': Very good","19 April 2018","5"
"Subway","BT12 6HN","Food hygiene rating is '5': Very good","26 September 2017","5"
"Subway","BT15 3BU","Food hygiene rating is '5': Very good","08 May 2018","5"
"Subway","BT15 1WA","Food hygiene rating is '5': Very good","04 January 2017","5"
"Subway","BT2 7HE","Food hygiene rating is '5': Very good","01 February 2017","5"
"Subway","BT12 6HR","Food hygiene rating is '5': Very good","06 April 2017","5"
"Subway","BT7 1JR","Food hygiene rating is '5': Very good","04 May 2017","5"
"Subway","BT7 3GR","Food hygiene rating is '5': Very good","24 May 2017","5"
"Subway","BT1 3LA","Food hygiene rating is '5': Very good","14 February 2018","5"
"Subway","BT13 2BJ","Food hygiene rating is '5': Very good","24 August 2018","5"
"Subway","BT17 0LB","Food hygiene rating is '5': Very good","17 October 2018","5"
"Subz Inc","BT5 7LH","Food hygiene rating is '5': Very good","05 December 2017","5"
"Suffolk Community Centre","BT11 9LY","Food hygiene rating is '5': Very good","23 February 2017","5"
"Supermacs","BT11 9BT","Food hygiene rating is '5': Very good","23 January 2018","5"
"Survitec","BT17 9AF","Food hygiene rating is '5': Very good","10 April 2018","5"
"Sylvesters","BT15 5AA","Food hygiene rating is '5': Very good","31 July 2018","5"
"Taboo Donuts","BT1 4EH","Food hygiene rating is '5': Very good","30 October 2018","5"
"Tara Lodge","BT7 1JW","Food hygiene rating is '5': Very good","21 March 2018","5"
"Tesco Customer Cafe","BT15 1WA","Food hygiene rating is '5': Very good","18 November 2016","5"
"Tesco Customer Cafe","BT5 5FT","Food hygiene rating is '5': Very good","15 August 2018","5"
"Tesco Customer Cafe","BT4 2PW","Food hygiene rating is '5': Very good","11 July 2017","5"
"TGI Fridays (Victoria Square)","BT1 4QG","Food hygiene rating is '5': Very good","30 March 2018","5"
"Thai Village","BT2 7HN","Food hygiene rating is '5': Very good","05 April 2018","5"
"Thai-Tanic","BT9 6DW","Food hygiene rating is '5': Very good","07 June 2018","5"
"Thales Belfast - Gather & Gather","BT6 9HB","Food hygiene rating is '5': Very good","08 May 2017","5"
"The Albany","BT9 7GU","Food hygiene rating is '5': Very good","14 November 2017","5"
"The Arches Cafe","BT4 3BA","Food hygiene rating is '5': Very good","29 November 2016","5"
"The Arches Centre","BT4 1NS","Food hygiene rating is '5': Very good","02 February 2018","5"
"The Atrium","BT2 8BP","Food hygiene rating is '5': Very good","21 September 2018","5"
"The Barking Dog","BT9 6RU","Food hygiene rating is '5': Very good","24 August 2017","5"
"The Bosco","BT15 2EL","Food hygiene rating is '5': Very good","03 March 2017","5"
"The Causeway Cafe","BT12 5JN","Food hygiene rating is '5': Very good","15 March 2018","5"
"The Coffee Dock","BT1 3BG","Food hygiene rating is '5': Very good","20 March 2017","5"
"The Coffee House","BT11 9JQ","Food hygiene rating is '5': Very good","27 February 2018","5"
"The Cookie Box","BT1 1FY","Food hygiene rating is '5': Very good","22 November 2017","5"
"The Cookie Box","BT1 4EB","Food hygiene rating is '5': Very good","10 February 2015","5"
"The Dark Horse","BT1 2LB","Food hygiene rating is '5': Very good","11 December 2017","5"
"The Dock Cafe","BT3 9FH","Food hygiene rating is '5': Very good","15 February 2018","5"
"The Doyen","BT9 7GY","Food hygiene rating is '5': Very good","17 April 2018","5"
"The Factory Cafe","BT12 7DG","Food hygiene rating is '5': Very good","17 July 2018","5"
"The Fort","BT15 5GP","Food hygiene rating is '5': Very good","16 May 2018","5"
"The Foundry Cafe/Foodie Folk","BT13 3AA","Food hygiene rating is '5': Very good","08 August 2018","5"
"The Gallery Restaurant","BT5 4SF","Food hygiene rating is '5': Very good","23 January 2017","5"
"The Harp Bar","BT1 2LB","Food hygiene rating is '5': Very good","21 November 2013","5"
"The Hatch H&W;","BT4 3BQ","Food hygiene rating is '5': Very good","14 March 2018","5"
"The Hot Spot","BT15 5GF","Food hygiene rating is '5': Very good","15 September 2016","5"
"The Hungry Bear","BT10 0DR","Food hygiene rating is '5': Very good","14 March 2018","5"
"The Hunting Lodge / Maple Moose","BT11 9FZ","Food hygiene rating is '5': Very good","01 December 2016","5"
"The Ivory Restaurant and Bar and the Ivory Cafe Bar","BT1 4QG","Food hygiene rating is '5': Very good","03 March 2018","5"
"The Kitchen @ St Christophers","BT4 1EX","Food hygiene rating is '5': Very good","12 December 2017","5"
"The Kitchen Deli","BT11 8JP","Food hygiene rating is '5': Very good","09 June 2017","5"
"The Lamp Post","BT4 3HT","Food hygiene rating is '5': Very good","27 September 2017","5"
"The Lantern","BT1 6GF","Food hygiene rating is '5': Very good","16 March 2017","5"
"THE LOCK KEEPER'S INN","BT8 7XT","Food hygiene rating is '5': Very good","29 January 2018","5"
"The Merchant Hotel","BT1 2DZ","Food hygiene rating is '5': Very good","14 March 2018","5"
"The Muddlers' Club","BT1 2DX","Food hygiene rating is '5': Very good","27 March 2018","5"
"The Old School House Cafe","BT15 3LH","Food hygiene rating is '5': Very good","08 December 2016","5"
"The Park Bench Deli","BT13 3BT","Food hygiene rating is '5': Very good","21 September 2018","5"
"The Pasta Factory","BT4 1HE","Food hygiene rating is '5': Very good","20 July 2016","5"
"The Peppercorn","BT6 8PQ","Food hygiene rating is '5': Very good","07 March 2018","5"
"The Pocket","BT7 1NF","Food hygiene rating is '5': Very good","24 October 2016","5"
"The Poppogoblin","BT2 8ED","Food hygiene rating is '5': Very good","21 October 2016","5"
"The Pump House","BT3 9BP","Food hygiene rating is '5': Very good","15 September 2016","5"
"The Raj","BT9 7EY","Food hygiene rating is '5': Very good","31 May 2018","5"
"The Ritz","BT1 4GJ","Food hygiene rating is '5': Very good","21 March 2017","5"
"The Sandwich Bar","BT13 1FT","Food hygiene rating is '5': Very good","22 March 2017","5"
"The Skinny Kitchen","BT12 6HR","Food hygiene rating is '5': Very good","27 February 2017","5"
"The Strand Bar","BT5 4LP","Food hygiene rating is '5': Very good","27 January 2017","5"
"The Streat","BT3 9QQ","Food hygiene rating is '5': Very good","11 March 2018","5"
"The Streat at Ballyhackamore","BT4 3GE","Food hygiene rating is '5': Very good","12 September 2017","5"
"The Tea Room","BT10 0JA","Food hygiene rating is '5': Very good","14 March 2018","5"
"The Thirsty Goat Restaurant","BT1 2LA","Food hygiene rating is '5': Very good","28 February 2018","5"
"The Waffle Hut","BT8 ","Food hygiene rating is '5': Very good","10 May 2017","5"
"The Well Cafe","BT15 4HS","Food hygiene rating is '5': Very good","13 December 2017","5"
"Thyme Deli","BT1 4QN","Food hygiene rating is '5': Very good","02 January 2018","5"
"Tim Hortons","BT1 6GA","Food hygiene rating is '5': Very good","17 July 2018","5"
"Titanic Belfast Ltd","BT3 9EP","Food hygiene rating is '5': Very good","20 April 2018","5"
"TK ONE","BT11 9BX","Food hygiene rating is '5': Very good","24 May 2017","5"
"Tony & Jens","BT9 7GU","Food hygiene rating is '5': Very good","23 January 2018","5"
"Tribal Burger","BT7 1JR","Food hygiene rating is '5': Very good","20 March 2018","5"
"Truffles","BT4 2AA","Food hygiene rating is '5': Very good","27 March 2018","5"
"Tudor Cafe","BT13 2BH","Food hygiene rating is '5': Very good","03 January 2018","5"
"Ulster Bank","BT9 5UB","Food hygiene rating is '5': Very good","22 February 2017","5"
"Ulster Bank HQ (Staff Canteen)","BT1 5UB","Food hygiene rating is '5': Very good","18 April 2018","5"
"Ulster Reform Club","BT1 1DA","Food hygiene rating is '5': Very good","31 October 2017","5"
"Umi Falafel","BT7 1JR","Food hygiene rating is '5': Very good","09 April 2018","5"
"Union Bar","BT1 2JF","Food hygiene rating is '5': Very good","09 April 2018","5"
"Unison","BT15 1AL","Food hygiene rating is '5': Very good","19 January 2017","5"
"Urban Express","BT2 8LA","Food hygiene rating is '5': Very good","30 September 2016","5"
"Urban Tanz and Refreshment Bar","BT13 1FD","Food hygiene rating is '5': Very good","25 July 2018","5"
"Vietnamese Coffee Co","BT2 7BE","Food hygiene rating is '5': Very good","01 August 2017","5"
"Villa Italia","BT7 1ND","Food hygiene rating is '5': Very good","03 May 2018","5"
"W5","BT3 9QQ","Food hygiene rating is '5': Very good","11 March 2018","5"
"Wagamama","BT1 4QG","Food hygiene rating is '5': Very good","23 March 2017","5"
"Wellington Park Hotel","BT9 6RW","Food hygiene rating is '5': Very good","27 November 2017","5"
"West","BT1 1HB","Food hygiene rating is '5': Very good","17 August 2017","5"
"West","BT15 2GG","Food hygiene rating is '5': Very good","29 August 2017","5"
"West End Caterers","BT13","Food hygiene rating is '5': Very good","20 April 2016","5"
"Wetherspoons","BT2 7EJ","Food hygiene rating is '5': Very good","12 December 2017","5"
"White Field Coffee","BT10 0BG","Food hygiene rating is '5': Very good","05 September 2017","5"
"Windrush Cuisine Island Cafe","BT7 1ND","Food hygiene rating is '5': Very good","03 February 2017","5"
"Wine Inns Canteen","BT3 9BU","Food hygiene rating is '5': Very good","05 February 2018","5"
"Wing Production Unit, Bombardier Aerospace","BT3 9DY","Food hygiene rating is '5': Very good","18 April 2018","5"
"Workforce Training Services","BT12 7AH","Food hygiene rating is '5': Very good","20 June 2018","5"
"YAHI","BT2 7GN","Food hygiene rating is '5': Very good","31 August 2016","5"
"Yellow Door","BT6 0DG","Food hygiene rating is '5': Very good","02 September 2016","5"
"Yellow Door Ulster Museum","BT9 5AB","Food hygiene rating is '5': Very good","27 March 2018","5"
"Yo! Sushi","BT1 4QG","Food hygiene rating is '5': Very good","06 April 2018","5"
"YuGo","BT1 6HT","Food hygiene rating is '5': Very good","28 February 2017","5"
"2 Taps Winebar","BT1 2ED","Food hygiene rating is '4': Good","22 September 2017","4"
"248 East and Tucker B's","BT4 1HD","Food hygiene rating is '4': Good","29 August 2018","4"
"26 West The Kennedy Centre","BT11 9AB","Food hygiene rating is '4': Good","19 October 2017","4"
"272 Cafe","BT4 1HE","Food hygiene rating is '4': Good","28 March 2017","4"
"7 Stars","BT4 2AA","Food hygiene rating is '4': Good","23 March 2017","4"
"Alexander","BT1 2DZ","Food hygiene rating is '4': Good","27 March 2018","4"
"Annies Cafe","BT13 1AA","Food hygiene rating is '4': Good","28 November 2017","4"
"Aramark @ Tesco Staff Canteen","BT1 1DA","Food hygiene rating is '4': Good","12 January 2018","4"
"Arc Cafe","BT5 6BH","Food hygiene rating is '4': Good","18 October 2017","4"
"Armani's Eats & Treats","BT6 9EP","Food hygiene rating is '4': Good","07 March 2018","4"
